timestamp,emotion,confidence
2026-04-23T17:06:02.219,Surprise,0.1464
2026-04-23T17:06:02.369,Surprise,0.1467
2026-04-23T17:06:02.496,Surprise,0.1468
2026-04-23T17:06:02.632,Surprise,0.1468
2026-04-23T17:06:02.760,Surprise,0.1472
2026-04-23T17:06:02.874,Surprise,0.1470
2026-04-23T17:06:02.951,Surprise,0.1492
2026-04-23T17:06:03.071,Surprise,0.1491
2026-04-23T17:06:03.126,Surprise,0.1468
2026-04-23T17:06:03.231,Surprise,0.1471
2026-04-23T17:06:03.294,Surprise,0.1493
2026-04-23T17:06:03.418,Surprise,0.1472
2026-04-23T17:06:03.538,Surprise,0.1473
2026-04-23T17:06:03.599,Surprise,0.1494
2026-04-23T17:06:03.733,Surprise,0.1473
2026-04-23T17:06:03.854,Surprise,0.1494
2026-04-23T17:06:03.931,Surprise,0.1474
2026-04-23T17:06:04.002,Surprise,0.1491
2026-04-23T17:06:04.115,Surprise,0.1474
2026-04-23T17:06:04.227,Surprise,0.1493
2026-04-23T17:06:04.314,Surprise,0.1474
2026-04-23T17:06:04.441,Surprise,0.1477
2026-04-23T17:06:04.571,Surprise,0.1474
2026-04-23T17:06:04.675,Surprise,0.1476
2026-04-23T17:06:04.731,Surprise,0.1494
2026-04-23T17:06:04.858,Surprise,0.1477
2026-04-23T17:06:04.971,Surprise,0.1477
2026-04-23T17:06:05.089,Surprise,0.1492
2026-04-23T17:06:05.156,Surprise,0.1474
2026-04-23T17:06:05.281,Surprise,0.1474
2026-04-23T17:06:05.401,Surprise,0.1475
2026-04-23T17:06:05.533,Surprise,0.1476
2026-04-23T17:06:05.668,Surprise,0.1492
2026-04-23T17:06:05.724,Surprise,0.1494
2026-04-23T17:06:05.781,Surprise,0.1477
2026-04-23T17:06:05.904,Surprise,0.1473
2026-04-23T17:06:05.965,Surprise,0.1492
2026-04-23T17:06:06.081,Surprise,0.1492
2026-04-23T17:06:06.140,Surprise,0.1477
2026-04-23T17:06:06.267,Surprise,0.1473
2026-04-23T17:06:06.402,Surprise,0.1474
2026-04-23T17:06:06.515,Surprise,0.1473
2026-04-23T17:06:06.636,Surprise,0.1474
2026-04-23T17:06:06.698,Surprise,0.1494
2026-04-23T17:06:06.835,Surprise,0.1476
2026-04-23T17:06:06.973,Surprise,0.1475
2026-04-23T17:06:07.040,Surprise,0.1493
2026-04-23T17:06:07.174,Surprise,0.1474
2026-04-23T17:06:07.305,Surprise,0.1473
2026-04-23T17:06:07.439,Surprise,0.1473
2026-04-23T17:06:07.559,Surprise,0.1475
2026-04-23T17:06:07.690,Surprise,0.1475
2026-04-23T17:06:07.812,Surprise,0.1476
2026-04-23T17:06:07.950,Surprise,0.1471
2026-04-23T17:06:08.013,Surprise,0.1494
2026-04-23T17:06:08.141,Surprise,0.1473
2026-04-23T17:06:08.264,Surprise,0.1468
2026-04-23T17:06:08.383,Surprise,0.1472
2026-04-23T17:06:08.506,Surprise,0.1473
2026-04-23T17:06:08.641,Surprise,0.1473
2026-04-23T17:06:08.705,Surprise,0.1493
2026-04-23T17:06:09.126,Surprise,0.1493
2026-04-23T17:06:09.224,Surprise,0.1475
2026-04-23T17:06:09.718,Surprise,0.1473
2026-04-23T17:06:09.832,Surprise,0.1473
2026-04-23T17:06:09.953,Surprise,0.1473
2026-04-23T17:06:10.046,Surprise,0.1493
2026-04-23T17:06:10.191,Surprise,0.1473
2026-04-23T17:06:10.321,Surprise,0.1468
2026-04-23T17:06:10.454,Surprise,0.1467
