timestamp,emotion,confidence
2026-04-23T16:57:56.611,Angry,0.1460
2026-04-23T16:57:56.921,Angry,0.1458
2026-04-23T16:57:57.104,Angry,0.1457
2026-04-23T16:57:57.350,Angry,0.1449
2026-04-23T16:57:57.624,Angry,0.1453
2026-04-23T16:57:57.930,Angry,0.1453
2026-04-23T16:57:58.196,Angry,0.1452
2026-04-23T16:57:58.497,Angry,0.1458
2026-04-23T16:57:58.690,Angry,0.1456
2026-04-23T16:57:59.191,Angry,0.1454
2026-04-23T16:57:59.438,Angry,0.1451
2026-04-23T16:57:59.705,Angry,0.1450
2026-04-23T16:57:59.884,Angry,0.1456
2026-04-23T16:58:00.183,Angry,0.1454
2026-04-23T16:58:00.461,Angry,0.1456
2026-04-23T16:58:00.736,Angry,0.1454
2026-04-23T16:58:00.987,Angry,0.1453
2026-04-23T16:58:01.244,Angry,0.1452
2026-04-23T16:58:01.549,Angry,0.1453
2026-04-23T16:58:01.829,Angry,0.1454
2026-04-23T16:58:02.087,Angry,0.1453
2026-04-23T16:58:02.341,Angry,0.1452
2026-04-23T16:58:02.603,Angry,0.1453
2026-04-23T16:58:02.776,Angry,0.1450
2026-04-23T16:58:02.957,Angry,0.1457
2026-04-23T16:58:03.236,Angry,0.1452
2026-04-23T16:58:03.519,Angry,0.1452
2026-04-23T16:58:03.707,Angry,0.1453
2026-04-23T16:58:03.978,Angry,0.1456
2026-04-23T16:58:04.197,Angry,0.1452
2026-04-23T16:58:04.398,Angry,0.1458
2026-04-23T16:58:04.650,Angry,0.1454
2026-04-23T16:58:04.832,Angry,0.1452
2026-04-23T16:58:05.104,Angry,0.1455
2026-04-23T16:58:05.303,Angry,0.1455
2026-04-23T16:58:05.560,Angry,0.1455
2026-04-23T16:58:05.810,Angry,0.1451
2026-04-23T16:58:06.107,Angry,0.1454
2026-04-23T16:58:06.390,Angry,0.1451
2026-04-23T16:58:06.648,Angry,0.1459
2026-04-23T16:58:06.851,Angry,0.1456
2026-04-23T16:58:07.023,Angry,0.1459
2026-04-23T16:58:07.302,Angry,0.1455
2026-04-23T16:58:07.559,Angry,0.1456
2026-04-23T16:58:07.821,Angry,0.1457
2026-04-23T16:58:08.088,Angry,0.1457
2026-04-23T16:58:08.361,Angry,0.1456
2026-04-23T16:58:08.648,Angry,0.1455
2026-04-23T16:58:08.910,Angry,0.1457
2026-04-23T16:58:09.219,Angry,0.1460
2026-04-23T16:58:09.499,Angry,0.1459
2026-04-23T16:58:09.848,Angry,0.1457
2026-04-23T16:58:10.195,Angry,0.1454
2026-04-23T16:58:10.450,Angry,0.1455
2026-04-23T16:58:10.804,Angry,0.1454
2026-04-23T16:58:11.038,Angry,0.1458
2026-04-23T16:58:11.314,Angry,0.1454
2026-04-23T16:58:11.599,Angry,0.1455
2026-04-23T16:58:11.804,Angry,0.1456
2026-04-23T16:58:12.137,Angry,0.1453
2026-04-23T16:58:12.331,Angry,0.1453
2026-04-23T16:58:12.633,Angry,0.1452
2026-04-23T16:58:12.942,Angry,0.1456
2026-04-23T16:58:13.272,Angry,0.1456
2026-04-23T16:58:13.487,Angry,0.1457
2026-04-23T16:58:13.781,Angry,0.1454
2026-04-23T16:58:13.942,Angry,0.1452
2026-04-23T16:58:14.017,Angry,0.1453
2026-04-23T16:58:14.325,Angry,0.1452
2026-04-23T16:58:14.445,Angry,0.1455
2026-04-23T16:58:14.563,Angry,0.1453
2026-04-23T16:58:14.685,Angry,0.1453
2026-04-23T16:58:14.807,Angry,0.1453
2026-04-23T16:58:14.934,Angry,0.1455
2026-04-23T16:58:15.051,Angry,0.1458
2026-04-23T16:58:15.166,Angry,0.1459
2026-04-23T16:58:15.306,Angry,0.1458
2026-04-23T16:58:15.446,Angry,0.1458
2026-04-23T16:58:15.580,Angry,0.1457
2026-04-23T16:58:15.705,Angry,0.1457
2026-04-23T16:58:15.822,Angry,0.1456
2026-04-23T16:58:15.940,Angry,0.1453
2026-04-23T16:58:16.071,Angry,0.1453
2026-04-23T16:58:16.187,Angry,0.1454
2026-04-23T16:58:16.314,Angry,0.1454
2026-04-23T16:58:16.422,Angry,0.1453
2026-04-23T16:58:16.544,Angry,0.1452
2026-04-23T16:58:16.662,Angry,0.1453
2026-04-23T16:58:16.789,Angry,0.1454
2026-04-23T16:58:16.892,Angry,0.1455
2026-04-23T16:58:17.018,Angry,0.1454
2026-04-23T16:58:17.141,Angry,0.1454
2026-04-23T16:58:17.254,Angry,0.1458
2026-04-23T16:58:17.316,Angry,0.1454
2026-04-23T16:58:17.376,Angry,0.1465
2026-04-23T16:58:17.503,Angry,0.1454
2026-04-23T16:58:17.624,Angry,0.1454
2026-04-23T16:58:17.758,Angry,0.1453
2026-04-23T16:58:17.897,Angry,0.1453
2026-04-23T16:58:18.034,Angry,0.1453
2026-04-23T16:58:18.165,Angry,0.1453
2026-04-23T16:58:18.294,Angry,0.1453
2026-04-23T16:58:18.424,Angry,0.1453
2026-04-23T16:58:18.524,Angry,0.1456
2026-04-23T16:58:18.637,Angry,0.1457
2026-04-23T16:58:18.712,Angry,0.1457
2026-04-23T16:58:18.842,Angry,0.1457
2026-04-23T16:58:18.907,Angry,0.1464
2026-04-23T16:58:19.029,Angry,0.1458
2026-04-23T16:58:19.090,Angry,0.1458
2026-04-23T16:58:19.206,Angry,0.1457
2026-04-23T16:58:19.343,Angry,0.1453
2026-04-23T16:58:19.481,Angry,0.1452
2026-04-23T16:58:19.610,Angry,0.1451
2026-04-23T16:58:19.723,Angry,0.1450
2026-04-23T16:58:19.796,Angry,0.1460
2026-04-23T16:58:19.864,Angry,0.1451
2026-04-23T16:58:19.986,Angry,0.1449
2026-04-23T16:58:20.130,Angry,0.1452
2026-04-23T16:58:20.251,Angry,0.1450
2026-04-23T16:58:20.380,Angry,0.1450
2026-04-23T16:58:20.508,Angry,0.1449
2026-04-23T16:58:20.643,Angry,0.1450
2026-04-23T16:58:20.755,Angry,0.1451
2026-04-23T16:58:20.896,Angry,0.1454
2026-04-23T16:58:20.995,Angry,0.1452
2026-04-23T16:58:21.155,Angry,0.1452
2026-04-23T16:58:21.276,Angry,0.1460
2026-04-23T16:58:21.344,Angry,0.1453
2026-04-23T16:58:21.461,Angry,0.1461
2026-04-23T16:58:21.543,Angry,0.1452
2026-04-23T16:58:21.660,Angry,0.1450
2026-04-23T16:58:21.802,Angry,0.1452
2026-04-23T16:58:21.941,Angry,0.1451
2026-04-23T16:58:22.083,Angry,0.1451
2026-04-23T16:58:22.171,Angry,0.1458
2026-04-23T16:58:22.294,Angry,0.1451
2026-04-23T16:58:22.411,Angry,0.1451
2026-04-23T16:58:22.535,Angry,0.1452
2026-04-23T16:58:22.668,Angry,0.1453
2026-04-23T16:58:22.799,Angry,0.1461
2026-04-23T16:58:22.869,Angry,0.1452
2026-04-23T16:58:23.015,Angry,0.1452
2026-04-23T16:58:23.145,Angry,0.1453
2026-04-23T16:58:23.283,Angry,0.1453
2026-04-23T16:58:23.351,Angry,0.1457
2026-04-23T16:58:23.492,Angry,0.1452
2026-04-23T16:58:23.596,Angry,0.1452
2026-04-23T16:58:23.725,Angry,0.1454
2026-04-23T16:58:23.845,Angry,0.1459
2026-04-23T16:58:23.901,Angry,0.1450
2026-04-23T16:58:24.035,Angry,0.1452
2026-04-23T16:58:24.159,Angry,0.1460
2026-04-23T16:58:24.238,Angry,0.1460
2026-04-23T16:58:24.314,Angry,0.1452
2026-04-23T16:58:24.425,Angry,0.1452
2026-04-23T16:58:24.547,Angry,0.1458
2026-04-23T16:58:24.624,Angry,0.1452
2026-04-23T16:58:24.756,Angry,0.1453
2026-04-23T16:58:24.815,Angry,0.1458
2026-04-23T16:58:24.964,Angry,0.1452
2026-04-23T16:58:25.089,Angry,0.1454
2026-04-23T16:58:25.214,Angry,0.1458
2026-04-23T16:58:25.276,Angry,0.1451
2026-04-23T16:58:25.399,Angry,0.1453
2026-04-23T16:58:25.543,Angry,0.1459
2026-04-23T16:58:25.611,Angry,0.1454
2026-04-23T16:58:25.735,Angry,0.1452
2026-04-23T16:58:25.876,Angry,0.1461
2026-04-23T16:58:25.940,Angry,0.1451
2026-04-23T16:58:26.059,Angry,0.1453
2026-04-23T16:58:26.196,Angry,0.1452
2026-04-23T16:58:26.324,Angry,0.1454
2026-04-23T16:58:26.437,Angry,0.1453
2026-04-23T16:58:26.556,Angry,0.1451
2026-04-23T16:58:26.682,Angry,0.1453
2026-04-23T16:58:26.812,Angry,0.1450
2026-04-23T16:58:26.884,Angry,0.1455
2026-04-23T16:58:27.029,Angry,0.1452
2026-04-23T16:58:27.149,Angry,0.1454
2026-04-23T16:58:27.263,Angry,0.1450
2026-04-23T16:58:27.375,Angry,0.1455
2026-04-23T16:58:27.481,Angry,0.1453
2026-04-23T16:58:27.593,Angry,0.1454
2026-04-23T16:58:27.700,Angry,0.1452
2026-04-23T16:58:27.814,Angry,0.1451
2026-04-23T16:58:27.924,Angry,0.1451
2026-04-23T16:58:28.036,Angry,0.1453
2026-04-23T16:58:28.149,Angry,0.1453
2026-04-23T16:58:28.264,Angry,0.1455
2026-04-23T16:58:28.366,Angry,0.1453
2026-04-23T16:58:28.468,Angry,0.1455
2026-04-23T16:58:28.573,Angry,0.1451
2026-04-23T16:58:28.701,Angry,0.1453
2026-04-23T16:58:28.817,Angry,0.1453
2026-04-23T16:58:28.940,Angry,0.1456
2026-04-23T16:58:29.072,Angry,0.1457
2026-04-23T16:58:29.192,Angry,0.1454
2026-04-23T16:58:29.338,Angry,0.1452
2026-04-23T16:58:29.458,Angry,0.1454
2026-04-23T16:58:29.580,Angry,0.1454
2026-04-23T16:58:29.698,Angry,0.1456
2026-04-23T16:58:29.825,Angry,0.1455
2026-04-23T16:58:29.945,Angry,0.1454
2026-04-23T16:58:30.049,Angry,0.1451
2026-04-23T16:58:30.160,Angry,0.1450
2026-04-23T16:58:30.282,Angry,0.1445
2026-04-23T16:58:30.409,Angry,0.1453
2026-04-23T16:58:30.488,Angry,0.1451
2026-04-23T16:58:30.792,Angry,0.1441
2026-04-23T16:58:31.461,Angry,0.1444
2026-04-23T16:58:31.604,Angry,0.1451
2026-04-23T16:58:31.719,Angry,0.1448
2026-04-23T16:58:31.830,Angry,0.1448
2026-04-23T16:58:31.943,Angry,0.1452
2026-04-23T16:58:32.038,Angry,0.1450
2026-04-23T16:58:32.139,Angry,0.1451
2026-04-23T16:58:32.261,Angry,0.1452
2026-04-23T16:58:32.387,Angry,0.1453
2026-04-23T16:58:32.491,Angry,0.1454
2026-04-23T16:58:32.606,Angry,0.1455
2026-04-23T16:58:32.717,Angry,0.1451
2026-04-23T16:58:32.837,Angry,0.1453
2026-04-23T16:58:32.950,Angry,0.1452
2026-04-23T16:58:33.072,Angry,0.1450
2026-04-23T16:58:33.189,Angry,0.1456
2026-04-23T16:58:33.253,Angry,0.1453
2026-04-23T16:58:33.374,Angry,0.1456
2026-04-23T16:58:33.439,Angry,0.1452
2026-04-23T16:58:33.561,Angry,0.1451
2026-04-23T16:58:33.661,Angry,0.1450
2026-04-23T16:58:33.781,Angry,0.1452
2026-04-23T16:58:33.908,Angry,0.1450
2026-04-23T16:58:34.026,Angry,0.1449
2026-04-23T16:58:34.167,Angry,0.1452
2026-04-23T16:58:34.315,Angry,0.1449
2026-04-23T16:58:34.445,Angry,0.1452
2026-04-23T16:58:34.569,Angry,0.1451
2026-04-23T16:58:34.727,Angry,0.1451
2026-04-23T16:58:34.867,Angry,0.1450
2026-04-23T16:58:34.982,Angry,0.1450
2026-04-23T16:58:35.123,Angry,0.1451
2026-04-23T16:58:35.257,Angry,0.1452
